mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate_init,param_model__hidden_layer_sizes,param_model__early_stopping,param_model__batch_size,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.6341867446899414,0.36487280120193794,0.00500255823135376,0.000710516654901394,0.0005,"(128,)",True,64,0.0001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (128,), 'model__early_stopping': True, 'model__batch_size': 64, 'model__alpha': 0.0001}",0.3219922073277332,0.37340493134604186,0.3871085213203389,0.40049761653188826,0.37075081913150054,0.029735891247599667,5
0.9206294417381287,0.6352740356089797,0.004757523536682129,0.0005632785764929909,0.003,"(64, 32)",True,32,0.001,"{'model__learning_rate_init': 0.003, 'model__hidden_layer_sizes': (64, 32), 'model__early_stopping': True, 'model__batch_size': 32, 'model__alpha': 0.001}",0.3591226945582484,0.3567885291723763,0.34860301983589653,0.31240959639969074,0.34423095999155295,0.018782773958231597,28
0.7002140283584595,0.34681318916125514,0.004457354545593262,0.0005504486718303848,0.001,"(128,)",True,64,0.01,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (128,), 'model__early_stopping': True, 'model__batch_size': 64, 'model__alpha': 0.01}",0.3382694490765626,0.38469374588625743,0.3806265952655023,0.30234573995146197,0.35148388254494606,0.033694847667296836,18
0.399528443813324,0.12482202082134279,0.004650712013244629,0.00040972343807608427,0.003,"(128,)",True,64,0.01,"{'model__learning_rate_init': 0.003, 'model__hidden_layer_sizes': (128,), 'model__early_stopping': True, 'model__batch_size': 64, 'model__alpha': 0.01}",0.36144769516901204,0.38222356483900644,0.354268668956141,0.3154580385507691,0.3533494918787321,0.024165575244812502,14
1.9283790588378906,0.7756661557790062,0.004782915115356445,0.0013412817202150251,0.0005,"(128, 64)",True,32,0.0001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (128, 64), 'model__early_stopping': True, 'model__batch_size': 32, 'model__alpha': 0.0001}",0.3759030014574784,0.3584253296855238,0.35011178617621047,0.28037013829265084,0.3412025639029659,0.03633422035362828,30
1.0551068782806396,0.3053906332670481,0.005911529064178467,0.0002375489333649062,0.0005,"(128, 64)",True,128,0.0001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (128, 64), 'model__early_stopping': True, 'model__batch_size': 128, 'model__alpha': 0.0001}",0.3412027716378223,0.3748571249761756,0.37001713046489165,0.3407852129803349,0.3567155600148061,0.015815109196223948,9
0.8500446677207947,0.4416787741480727,0.004502236843109131,0.0005016971458507831,0.001,"(64, 32)",True,64,0.001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (64, 32), 'model__early_stopping': True, 'model__batch_size': 64, 'model__alpha': 0.001}",0.3212705603817603,0.34001931222156384,0.35892487819048896,0.29883943196379725,0.3297635456894026,0.022271033145944957,43
0.7419194579124451,0.7070546055203007,0.0037543773651123047,0.0016406811722306715,0.001,"(64, 32)",True,128,0.01,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (64, 32), 'model__early_stopping': True, 'model__batch_size': 128, 'model__alpha': 0.01}",0.3166296846072805,0.35108231090404796,0.37293642422993506,0.2744846877198731,0.3287832768652842,0.03722497121967484,45
0.40013623237609863,0.12751649721597072,0.005003035068511963,3.922601552909111e-06,0.001,"(128,)",True,128,0.0001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (128,), 'model__early_stopping': True, 'model__batch_size': 128, 'model__alpha': 0.0001}",0.3489402165206006,0.3885401583959001,0.38060169941066047,0.3797198442343379,0.37445047964037476,0.015123626216622775,4
0.8473548889160156,0.643147898715781,0.004163086414337158,0.0008606163613125796,0.001,"(128,)",True,32,0.001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (128,), 'model__early_stopping': True, 'model__batch_size': 32, 'model__alpha': 0.001}",0.3388063148762948,0.37820875176319496,0.37269143833536994,0.3132664518917701,0.35074323921665745,0.026377441000318056,20
